is_hit,dist_df
1,9.731669272910253
0,20.98963162409283
1,0.8456890706983984
1,0.8456890706983984
1,3.7371202695298678
1,9.286290561938202
0,9.286290561938202
1,1.4939159954872707
0,9.793910996037951
0,9.793910996037951
1,7.077154343091671
1,2.802637950900099
1,6.505600763298659
1,10.918959576645221
1,10.918959576645221
1,15.747270367844614
1,15.747270367844614
1,0.8854790972034721
1,12.169740535793654
1,2.8200376970959695
1,2.8200376970959695
1,5.574021755823701
1,9.406647964497289
1,3.6056683878830214
1,3.6056683878830214
1,8.882003297457864
1,11.040326609141534
0,7.484896419523103
1,5.494064908184427
1,20.974858837950347
1,7.295579637287048
1,7.092176687172159
1,0.7701264831637928
1,10.117072822326932
1,8.737004700010438
1,4.307788555329786
1,4.307788555329786
0,18.013043613666127
1,14.668749502809156
1,3.604533558303359
1,16.396528757381695
1,2.54989349885048
1,6.745928520791992
1,16.785581693438417
1,14.536261278698607
1,4.843126076273961
1,5.823848515157323
1,3.4391762688925027
1,3.4391762688925027
1,18.14750458097282
1,5.1464408119510665
0,7.592477905566611
1,4.122128329758155
1,1.6078478369097269
1,2.8082847943240665
1,2.583477472645157
0,30.726464586488355
1,3.5025819252008006
0,51.880501425081604
1,6.009631680295065
1,12.12073584311656
1,4.861681875773655
1,0.5989014517830782
1,12.240669292220456
1,3.97304649123776
1,3.97304649123776
1,8.802410941142384
1,0.7327480285285084
0,6.139528470800791
1,6.139528470800791
1,0.09492776024125504
1,12.573778197014363
0,17.25636922113098
1,7.658643207529579
1,14.488230866461873
1,13.650981618534814
1,13.650981618534814
1,10.176960101947163
1,4.745983634319693
1,4.9793086307338825
1,1.7831424108219807
1,8.942679363148926
0,18.452266153480558
1,1.5631080494057699
1,1.5631080494057699
1,3.951782922458662
1,2.825017434966952
1,4.205757440486366
1,6.759294846036944
1,10.407104878185997
1,10.633223440194808
1,1.2399418221013718
1,1.2399418221013718
1,6.349884846567413
1,7.112771221679552
1,7.112771221679552
1,5.431054485036725
0,22.74257937894523
1,2.786127753747607
1,3.130283821155146
1,10.59892904268655
1,2.0098938173259597
1,2.0098938173259597
1,2.257244717538427
1,6.1920781098836954
1,7.001454681116918
1,15.278539504979989
0,16.63225917443104
1,9.106862725450277
1,12.018654703666037
1,12.018654703666037
1,11.201683600635043
1,1.6421453575586895
1,12.897655839475007
1,14.740192839799192
1,11.073524838825797
1,3.450645820805576
1,2.5175405840493
1,2.5175405840493
1,5.700673439868623
0,6.873963783663598
1,4.0207089354667715
1,4.0207089354667715
1,8.986801559349686
1,7.490494526046657
1,1.8927713761973735
0,6.9394391488627605
1,8.384750636734946
1,8.384750636734946
1,11.394446638342036
1,11.394446638342036
1,7.226265806862735
1,6.530772694888071
1,4.948060486843438
1,3.860212280352094
0,49.81339606293541
1,8.597127085259828
1,8.928065626511199
1,3.8658317337497863
1,11.215230699397019
1,0.6084634585721673
1,0.6084634585721673
1,1.0064587959734155
1,1.0064587959734155
1,2.85279905064462
1,20.974693356118465
1,8.306588023816303
1,2.0598046803046444
0,11.510103726591566
1,8.053249992650535
1,8.053249992650535
1,2.871507654649406
1,2.871507654649406
1,8.56029661778092
0,12.977728273664248
1,4.886598076010344
1,19.963117640352607
1,23.178060957487652
1,12.80855117060722
1,8.19957060554897
1,2.869102909747255
1,0.17425997722826736
0,15.926085477624355
1,3.7741537138929395
1,0.216841310807105
1,1.8136429205172178
0,15.916556137688652
1,6.224342062780433
1,6.224342062780433
1,17.32966861546305
0,8.621523984936253
1,15.496923749498972
1,6.628584037101916
1,9.308002520227078
1,9.308002520227078
1,1.4956506653489186
1,8.581236336240067
1,0.06329971941504198
1,2.648993778999767
1,2.648993778999767
1,1.2175957928666037
1,1.7492928496873326
1,11.868205935032847
1,1.441677122230523
1,6.068602737497798
1,6.068602737497798
1,13.507016728425647
1,2.3215516315564173
1,4.264701781385895
1,1.978795530555466
1,5.056196698112657
1,7.827608323349068
1,10.053060017243109
1,18.290660182331436
1,5.839696813166668
1,2.0100079846663945
1,7.664071244271874
1,3.6195920539535535
1,9.815093892582212
1,3.6249097942413044
1,3.6249097942413044
0,15.713749389392497
1,0.5842362554095502
1,0.5842362554095502
1,7.647954881290289
0,15.4196536388351
1,3.577082225182764
1,3.577082225182764
1,0.8860746087573546
1,0.2932411274236557
1,14.644103849679453
1,6.280018601870665
1,3.4470574376662597
1,0.6864466064546093
1,1.4395910957338458
0,14.982732650606671
1,8.176904710095023
1,12.882344728808924
1,5.4105112098127535
1,2.460312557654049
1,2.460312557654049
1,10.268426021742467
1,10.268426021742467
1,11.120626472225563
0,40.68715402928508
0,72.14618502513706
0,72.14618502513706
1,8.80342932771427
1,5.4396922752203665
1,16.193369324632112
1,1.3389267526126218
1,1.6638039968444929
1,1.6660736548966355
1,1.6660736548966355
1,7.228964253538507
1,1.3491484804835352
1,1.3491484804835352
1,8.90058108685379
1,0.4249961002309135
1,4.057407024403211
1,4.057407024403211
1,12.933085422201962
1,2.9971354891774524
1,12.423897162295631
0,13.257656464177629
1,0.052504616311637164
1,0.8004364343363761
0,10.449165839843644
1,1.6114733358691318
1,1.6114733358691318
1,1.6114733358691318
1,0.3457385387543255
1,1.9851857171771599
1,1.5310994569951362
1,1.9024389121548495
1,4.5356291756835105
1,2.8861587910680626
1,1.1178396376530344
1,7.6722589709969995
1,7.6722589709969995
1,9.487951519974217
1,4.903372749343163
1,5.705279086452315
1,5.705279086452315
1,0.6270537530925964
1,0.6270537530925964
1,7.846572997021447
1,9.14487858931652
1,0.813829849148334
1,0.813829849148334
1,3.069436173554166
1,12.883996108693289
1,1.649012778291592
1,6.0349844596052336
0,5.783589540169643
1,4.035304825535036
1,4.035304825535036
1,7.516860438913476
1,4.772462139259048
0,26.25502321840679
1,2.8566536500884325
1,8.24373011589725
1,3.7772415590738504
1,5.419522829341609
1,11.263853477997039
1,4.867430097851283
1,6.175233802560996
1,0.4448688495758404
1,0.4448688495758404
1,12.52982901590034
1,15.127732677772585
1,10.067666742455756
1,8.885073923216495
1,2.7174731344217307
1,0.21081773463320985
1,0.21081773463320985
1,5.1945604990925744
1,3.2449777565334728
1,4.6235019785271305
1,3.6057433052019405
1,3.4871714905420035
0,12.666177380982148
1,1.2360403754718448
0,11.88391463079516
1,2.1296547766756646
1,2.8446540969325795
1,14.059359669989597
1,4.404258884625044
1,4.404258884625044
1,4.404258884625044
1,1.9798170225585068
1,1.9798170225585068
1,5.571462174143051
1,1.623894811942705
0,21.290329211860737
1,15.351321545305584
1,15.351321545305584
0,36.97380943038942
1,4.845103634748277
1,0.9611071703978951
1,9.531056098166857
1,8.047874496438183
1,0.8387014110150091
1,8.99808174610996
1,2.530771603751276
1,4.890272641990748
1,1.006715512071537
1,3.5560947885059804
1,1.5087703249884825
1,5.840718339825045
1,15.755599239622697
1,10.979699976575723
1,2.0718062716067323
0,54.186695332526995
1,8.051239781611056
1,1.599023907530082
1,19.665498999274128
1,2.7516751112897992
1,2.3235257393735296
1,0.8355835039206312
1,13.780336473355426
1,1.2726231637429635
1,1.3622790088565466
1,1.3622790088565466
1,17.310320935799936
1,2.1348309765559037
